Date,Symbol,Open,High,Low,Close,Volume,Month,Daily_Return,Price_Change,Sector
2023-10-03 05:30:00,SBILIFE,1302.15,1302.15,1282.65,1292.45,1282289,2023-10,,-9.700000000000045,INSURANCE
2023-10-04 05:30:00,SBILIFE,1291.6,1297.7,1264.35,1270.55,1139615,2023-10,-1.6944562652327022,-21.049999999999955,INSURANCE
2023-10-05 05:30:00,SBILIFE,1271.0,1282.1,1264.95,1274.45,979561,2023-10,0.30695368147652946,3.4500000000000455,INSURANCE
2023-10-06 05:30:00,SBILIFE,1276.0,1287.55,1272.0,1282.95,784191,2023-10,0.6669543724743932,6.9500000000000455,INSURANCE
2023-10-09 05:30:00,SBILIFE,1278.1,1290.75,1272.0,1277.25,1345177,2023-10,-0.44428855372384835,-0.849999999999909,INSURANCE
2023-10-10 05:30:00,SBILIFE,1285.0,1312.6,1279.8,1302.05,1221002,2023-10,1.9416715599921641,17.049999999999955,INSURANCE
2023-10-11 05:30:00,SBILIFE,1310.0,1310.95,1291.15,1309.35,1374812,2023-10,0.5606543527514329,-0.650000000000091,INSURANCE
2023-10-12 05:30:00,SBILIFE,1311.95,1317.4,1300.95,1313.65,726322,2023-10,0.3284072249589709,1.7000000000000455,INSURANCE
2023-10-13 05:30:00,SBILIFE,1315.85,1329.65,1312.85,1316.45,916350,2023-10,0.21314657633311196,0.6000000000001364,INSURANCE
2023-10-16 05:30:00,SBILIFE,1319.2,1332.2,1310.55,1322.2,578729,2023-10,0.4367807360704967,3.0,INSURANCE
2023-10-17 05:30:00,SBILIFE,1325.0,1351.1,1325.0,1348.35,1073063,2023-10,1.9777643321736482,23.34999999999991,INSURANCE
2023-10-18 05:30:00,SBILIFE,1344.05,1358.6,1339.0,1356.35,454861,2023-10,0.5933177587421623,12.299999999999955,INSURANCE
2023-10-19 05:30:00,SBILIFE,1349.0,1353.6,1338.6,1348.15,595436,2023-10,-0.6045637188041297,-0.849999999999909,INSURANCE
2023-10-20 05:30:00,SBILIFE,1340.0,1368.65,1336.5,1362.65,936229,2023-10,1.0755479731483941,22.65000000000009,INSURANCE
2023-10-23 05:30:00,SBILIFE,1359.95,1366.55,1329.05,1338.4,976136,2023-10,-1.7796205922283814,-21.549999999999955,INSURANCE
2023-10-25 05:30:00,SBILIFE,1323.05,1346.1,1308.65,1314.15,945901,2023-10,-1.811864913329353,-8.899999999999864,INSURANCE
2023-10-26 05:30:00,SBILIFE,1315.8,1315.8,1290.75,1305.6,1107874,2023-10,-0.6506106608834772,-10.200000000000045,INSURANCE
2023-10-27 05:30:00,SBILIFE,1307.6,1320.7,1293.65,1302.9,654531,2023-10,-0.20680147058822484,-4.699999999999818,INSURANCE
2023-10-30 05:30:00,SBILIFE,1305.2,1330.7,1305.0,1326.2,1242401,2023-10,1.7883183667203983,21.0,INSURANCE
2023-10-31 05:30:00,SBILIFE,1325.0,1375.4,1319.5,1367.85,2287988,2023-10,3.1405519529482673,42.84999999999991,INSURANCE
2023-11-01 05:30:00,SBILIFE,1371.05,1377.95,1332.4,1336.05,968893,2023-11,-2.324816317578682,-35.0,INSURANCE
2023-11-02 05:30:00,SBILIFE,1342.0,1357.75,1340.15,1343.5,637519,2023-11,0.5576138617566784,1.5,INSURANCE
2023-11-03 05:30:00,SBILIFE,1344.8,1349.95,1326.1,1329.35,690163,2023-11,-1.0532192035727639,-15.450000000000045,INSURANCE
2023-11-06 05:30:00,SBILIFE,1335.0,1340.7,1323.4,1331.85,377106,2023-11,0.18806183473125682,-3.150000000000091,INSURANCE
2023-11-07 05:30:00,SBILIFE,1332.5,1344.05,1320.4,1340.85,1038346,2023-11,0.6757517738483987,8.349999999999909,INSURANCE
2023-11-08 05:30:00,SBILIFE,1342.15,1349.35,1334.7,1345.5,498283,2023-11,0.3467949435060014,3.349999999999909,INSURANCE
2023-11-09 05:30:00,SBILIFE,1345.1,1353.35,1335.45,1350.7,493454,2023-11,0.38647342995168366,5.600000000000136,INSURANCE
2023-11-10 05:30:00,SBILIFE,1351.8,1360.0,1341.0,1355.4,639801,2023-11,0.3479677204412557,3.6000000000001364,INSURANCE
2023-11-12 05:30:00,SBILIFE,1364.5,1370.5,1353.1,1358.85,67960,2023-11,0.2545374059318206,-5.650000000000091,INSURANCE
2023-11-13 05:30:00,SBILIFE,1351.5,1359.7,1325.0,1328.35,1332535,2023-11,-2.244545019685762,-23.15000000000009,INSURANCE
2023-11-15 05:30:00,SBILIFE,1348.95,1359.0,1332.05,1357.1,742427,2023-11,2.1643392178266163,8.149999999999864,INSURANCE
2023-11-16 05:30:00,SBILIFE,1362.75,1365.1,1348.05,1359.95,577249,2023-11,0.2100066317883842,-2.7999999999999545,INSURANCE
2023-11-17 05:30:00,SBILIFE,1354.0,1434.45,1354.0,1413.95,3192944,2023-11,3.9707342181697802,59.950000000000045,INSURANCE
2023-11-20 05:30:00,SBILIFE,1413.95,1420.0,1383.0,1385.3,726211,2023-11,-2.0262385515753767,-28.65000000000009,INSURANCE
2023-11-21 05:30:00,SBILIFE,1389.0,1425.15,1387.1,1423.65,2049132,2023-11,2.768353425250858,34.65000000000009,INSURANCE
2023-11-22 05:30:00,SBILIFE,1425.0,1438.55,1417.35,1430.1,865655,2023-11,0.45306079443683256,5.099999999999909,INSURANCE
2023-11-23 05:30:00,SBILIFE,1430.1,1434.4,1406.35,1410.95,549853,2023-11,-1.3390671980980207,-19.149999999999864,INSURANCE
2023-11-24 05:30:00,SBILIFE,1414.0,1418.95,1401.05,1409.7,387896,2023-11,-0.08859279209043613,-4.2999999999999545,INSURANCE
